batch,day,idturk,participantid,treatment,initialendowment,pointssaving1,pointssaving2,pointssaving3,pointssaving4,pointsdebt1,pointsdebt2,borrowdebt1,borrowdebt2,pointsthisdecision,pointsnextdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,additionalpointsdebt1,additionalpointsdebt2,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,orderlottery,lottery1choice,lottery2choice,lottery3choice,lottery4choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_age,demo_sex,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,debt1bal,debt2bal,debt1percpaid,debt2percpaid,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtdebt1balanceupdated2,debtdebt2balanceupdated2,lotterychoice,timechoice,durationinseconds,controltreatment,debttreatment,hightreatment,q1697,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_all,ind_optimal_ap_all,share_pointssaving1,share_pointssaving2,share_pointssaving3,share_pointssaving4,share_pointsdebt1,share_pointsdebt2,nz_pointssaving1,nz_pointssaving2,nz_pointssaving3,nz_pointssaving4,nz_pointsdebt1,nz_pointsdebt2,type_num_acnt,debt1paidoff,debt2paidoff,perc_points_ia_a1,perc_points_ia_a2,perc_points_ia_a3,perc_points_ia_a4,prev_balance_ia_a1,prev_balance_ia_a2,prev_balance_ia_a3,prev_balance_ia_a4,balance_max,balance_min
2,Initial,A12ATVBE1I4567,southfield56512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,I tried to pick the highest return on savings. I also tried to lower the debt by a reasonable amount so I tried to divide the endowments between the three accounts. ,Very important,Very important,Very important,I probably would have put all the endowments into the highest interest savings account. ,31,Male,Nevada,Asian,College graduate with Bachelor's Degree (4 year),College or more,No,No,A little,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,0.4,0.97,281,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
2,Day 1,A12ATVBE1I4567,southfield56512,High Debt,500,200,0,0,0,250,50,0,0,100,500,40,0,0,0,30,30,200,0,250,50,40,0,30,30,1300,700,-2650,-3450,1340,700,-2620,-3420,2,251,0.51,,,480,0.5,,,,,,,,,,,,,I tried to pick the highest return on savings. I also tried to lower the debt by a reasonable amount so I tried to divide the endowments between the three accounts. ,Very important,Very important,Very important,I probably would have put all the endowments into the highest interest savings account. ,31,Male,Nevada,Asian,College graduate with Bachelor's Degree (4 year),College or more,No,No,A little,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2,1,1,0,1,3,-2620,-3420,0.096551724,0.022857143,,,,,1300,700,-2650,-3450,,,,,1340,700,-2620,-3420,,,3276,0,0,1,No,,,,500,0.40000001,0.40000001,,,,0,0,0,0,0.40000001,0,0,0,0.5,0.1,1,0,0,0,1,1,3,0,0,0.40000001,0,0.5,0.1,1100,700,-2900,-3500,1100,-3500
2,Day 2,A12ATVBE1I4567,southfield56512,High Debt,1094,594,0,0,0,300,200,0,0,478,0,200,0,0,0,178,100,594,0,300,200,200,0,178,100,1934,700,-2320,-3220,2134,700,-2142,-3120,2,230,0.4,,,490,0.98,,,,,,,,,,,,,I tried to pick the highest return on savings. I also tried to lower the debt by a reasonable amount so I tried to divide the endowments between the three accounts. ,Very important,Very important,Very important,I probably would have put all the endowments into the highest interest savings account. ,31,Male,Nevada,Asian,College graduate with Bachelor's Degree (4 year),College or more,No,No,A little,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,1,3,-2142,-3120,0.2613793,0.10857143,,,,,1934,700,-2320,-3220,,,,,2134,700,-2142,-3120,,,18730,0,0,1,,,,,1094,0.5429616,0.41841003,,,,0,0,0,0,0.5429616,0,0,0,0.27422303,0.18281536,1,0,0,0,1,1,3,0,0,0.5429616,0,0.27422303,0.18281536,1300,700,-2650,-3450,1300,-3450
2,Day 3,A12ATVBE1I4567,southfield56512,High Debt,840,300,0,0,0,240,300,0,0,100,0,40,0,0,0,30,30,300,0,240,300,40,0,30,30,2434,700,-1902,-2820,2474,700,-1872,-2790,2,240,1,,,490,0.99,,,,,,,,,,,,,I tried to pick the highest return on savings. I also tried to lower the debt by a reasonable amount so I tried to divide the endowments between the three accounts. ,Very important,Very important,Very important,I probably would have put all the endowments into the highest interest savings account. ,31,Male,Nevada,Asian,College graduate with Bachelor's Degree (4 year),College or more,No,No,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,3,-1872,-2790,0.35448277,0.20285714,,,,,2434,700,-1902,-2820,,,,,2474,700,-1872,-2790,,,3604,0,0,1,,,,,840,0.35714287,0.40000001,,,,0,0,0,0,0.35714287,0,0,0,0.2857143,0.35714287,1,0,0,0,1,1,3,0,0,0.35714287,0,0.2857143,0.35714287,1934,700,-2320,-3220,1934,-3220
2,Day 4,A12ATVBE1I4567,southfield56512,High Debt,965,500,0,0,0,265,200,0,0,526,,250,0,0,0,140,136,500,0,265,200,250,0,140,136,2974,700,-1607,-2590,3224,700,-1467,-2454,1,240,,,,,,0,0,1000,0,1000,0,0,0,1000,0,0,0,I tried to pick the highest return on savings. I also tried to lower the debt by a reasonable amount so I tried to divide the endowments between the three accounts. ,Very important,Very important,Very important,I probably would have put all the endowments into the highest interest savings account. ,31,Male,Nevada,Asian,College graduate with Bachelor's Degree (4 year),College or more,No,No,A little,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-1467,-2454,0.49413794,0.29885715,,,,,2974,700,-1607,-2590,,,,,3224,700,-1467,-2454,,,956,0,0,1,,2,3,1,965,0.51813471,0.47528517,0,1,1,0,0,0,0,0.51813471,0,0,0,0.27461141,0.20725389,1,0,0,0,1,1,3,0,0,0.51813471,0,0.27461141,0.20725389,2434,700,-1902,-2820,2434,-2820
3,Initial,A12HWPFXQPITHD,redwood57331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,I initially wanted to reduce the debt but eventually decided that it was better to prioritize the savings account with the highest interest to maximize return.,Moderately important,Moderately important,Extremely important,Always prioritize the savings account with the highest interest rate and reinvest those returns to earn more points. ,30,Male,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A lot,0,1,0,,,,,,,,,,,,,,,,,,,1,1,0,0,4,5,,,,,,,,,,,,,,,,,,,,,0.6,1,645,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
3,Day 1,A12HWPFXQPITHD,redwood57331,High Debt,500,0,0,0,0,500,0,0,0,100,500,0,0,0,0,100,0,0,0,500,0,0,0,100,0,1100,700,-2400,-3500,1100,700,-2300,-3500,1,300,0.7,,,500,1,,,,,,,,,,,,,I initially wanted to reduce the debt but eventually decided that it was better to prioritize the savings account with the highest interest to maximize return.,Moderately important,Moderately important,Extremely important,Always prioritize the savings account with the highest interest rate and reinvest those returns to earn more points. ,30,Male,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,5,-2300,-3500,0.20689656,0,,,,,1100,700,-2400,-3500,,,,,1100,700,-2300,-3500,,,1569,0,0,1,No confusion.,,,,500,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1100,700,-2900,-3500,1100,-3500
3,Day 2,A12HWPFXQPITHD,redwood57331,High Debt,1090,690,0,0,0,400,0,0,0,100,500,100,0,0,0,0,0,690,0,400,0,100,0,0,0,1790,700,-1900,-3500,1890,700,-1900,-3500,2,250,0.5,,,500,1,,,,,,,,,,,,,I initially wanted to reduce the debt but eventually decided that it was better to prioritize the savings account with the highest interest to maximize return.,Moderately important,Moderately important,Extremely important,Always prioritize the savings account with the highest interest rate and reinvest those returns to earn more points. ,30,Male,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,4,5,-1900,-3500,0.34482759,0,,,,,1790,700,-1900,-3500,,,,,1890,700,-1900,-3500,,,1002,0,0,1,,,,,1090,0.63302749,1,,,,0,1,0,0,0.63302749,0,0,0,0.36697248,0,1,0,0,0,1,0,2,0,0,0.63302749,0,0.36697248,0,1100,700,-2400,-3500,1100,-3500
3,Day 3,A12HWPFXQPITHD,redwood57331,High Debt,1308,1308,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,1308,0,0,0,100,0,0,0,3198,700,-1900,-3500,3298,700,-1900,-3500,2,250,0.6,,,500,1,,,,,,,,,,,,,I initially wanted to reduce the debt but eventually decided that it was better to prioritize the savings account with the highest interest to maximize return.,Moderately important,Moderately important,Extremely important,Always prioritize the savings account with the highest interest rate and reinvest those returns to earn more points. ,30,Male,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A lot,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,2,0,2,0,4,5,-1900,-3500,0.34482759,0,,,,,3198,700,-1900,-3500,,,,,3298,700,-1900,-3500,,,1464,0,0,1,,,,,1308,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1790,700,-1900,-3500,1790,-3500
3,Day 4,A12HWPFXQPITHD,redwood57331,High Debt,1090,1090,0,0,0,0,0,0,0,472,,472,0,0,0,0,0,1090,0,0,0,472,0,0,0,4388,700,-1900,-3500,4860,700,-1900,-3500,2,300,,,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,I initially wanted to reduce the debt but eventually decided that it was better to prioritize the savings account with the highest interest to maximize return.,Moderately important,Moderately important,Extremely important,Always prioritize the savings account with the highest interest rate and reinvest those returns to earn more points. ,30,Male,California,White,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A lot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,5,-1900,-3500,0.34482759,0,,,,,4388,700,-1900,-3500,,,,,4860,700,-1900,-3500,,,1017,0,0,1,,2,3,1,1090,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3198,700,-1900,-3500,3198,-3500
2,Initial,A13FUEPWBCLBUY,evanston11033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,I went a little risky in my decisions since I can tolerate it.  I also allocated based on the percentages the investments made or interest charged.,Moderately important,Moderately important,Extremely important,I think I made the decision that was optimal in my scenario.  I wouldn't change anything.,36,Male,Florida,White,Master's Degree (MS),College or more,Yes,No,None,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,0.5,1,1085,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
2,Day 1,A13FUEPWBCLBUY,evanston11033,Low Debt,500,0,0,0,0,500,0,0,0,100,0,0,0,0,0,100,0,0,0,500,0,0,0,100,0,1100,700,-400,-1500,1100,700,-300,-1500,2,350,0.85,,,350,0.85,,,,,,,,,,,,,I went a little risky in my decisions since I can tolerate it.  I also allocated based on the percentages the investments made or interest charged.,Moderately important,Moderately important,Extremely important,I think I made the decision that was optimal in my scenario.  I wouldn't change anything.,36,Male,Florida,White,Master's Degree (MS),College or more,Yes,No,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,1,-300,-1500,0.66666669,0,,,,,1100,700,-400,-1500,,,,,1100,700,-300,-1500,,,3967,0,1,0,Nope.  Everything was great!,,,,500,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1100,700,-900,-1500,1100,-1500
2,Day 2,A13FUEPWBCLBUY,evanston11033,Low Debt,590,290,0,0,0,300,0,0,0,100,500,100,0,0,0,0,0,290,0,300,0,100,0,0,0,1390,700,0,-1500,1490,700,0,-1500,2,350,0.75,,,350,0.75,,,,,,,,,,,,,I went a little risky in my decisions since I can tolerate it.  I also allocated based on the percentages the investments made or interest charged.,Moderately important,Moderately important,Extremely important,I think I made the decision that was optimal in my scenario.  I wouldn't change anything.,36,Male,Florida,White,Master's Degree (MS),College or more,Yes,No,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,-1500,1,0,,,,,1390,700,0,-1500,,,,,1490,700,0,-1500,,,1284,0,1,0,,,,,590,0.49152541,1,,,,0,1,0,0,0.49152541,0,0,0,0.50847459,0,1,0,0,0,1,0,2,1,0,0.49152541,0,0.50847459,0,1100,700,-400,-1500,1100,-1500
2,Day 3,A13FUEPWBCLBUY,evanston11033,Low Debt,1213,1213,0,0,0,0,0,0,0,600,0,600,0,0,0,0,0,1213,0,0,0,600,0,0,0,2703,700,0,-1500,3303,700,0,-1500,1,250,0.65,,,300,0.75,,,,,,,,,,,,,I went a little risky in my decisions since I can tolerate it.  I also allocated based on the percentages the investments made or interest charged.,Moderately important,Moderately important,Extremely important,I think I made the decision that was optimal in my scenario.  I wouldn't change anything.,36,Male,Florida,White,Master's Degree (MS),College or more,Yes,No,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,-1500,1,0,,,,,2703,700,0,-1500,,,,,3303,700,0,-1500,,,2647,0,1,0,,,,,1213,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1390,700,0,-1500,1390,-1500
2,Day 4,A13FUEPWBCLBUY,evanston11033,Low Debt,1076,1076,0,0,0,0,0,0,0,600,,600,0,0,0,0,0,1076,0,0,0,600,0,0,0,4379,700,0,-1500,4979,700,0,-1500,2,350,,,,,,1000,0,0,0,400,0,600,0,1000,0,0,0,I went a little risky in my decisions since I can tolerate it.  I also allocated based on the percentages the investments made or interest charged.,Moderately important,Moderately important,Extremely important,I think I made the decision that was optimal in my scenario.  I wouldn't change anything.,36,Male,Florida,White,Master's Degree (MS),College or more,Yes,No,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1500,1,0,,,,,4379,700,0,-1500,,,,,4979,700,0,-1500,,,1280,0,1,0,,3,2,1,1076,1,1,1,0.40000001,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2703,700,0,-1500,2703,-1500
1,Initial,A147F5PJTHOB8A,bolingbrook54894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,I tried to maximize my payyoff the best that I could,Moderately important,Very important,Extremely important,I am not sure that I would make any changes. I went with my gut instinct while making my allocations .,43,Male,New York,White,High school or equivalent,Non college graduate,No,No,A little,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,21,24,,,,,,,,,,,,,,,,,,,,,0.75,1,480,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
1,Day 1,A147F5PJTHOB8A,bolingbrook54894,No Debt,500,150,50,100,200,0,0,0,0,100,0,25,25,25,25,0,0,150,50,100,200,25,25,25,25,1250,750,1000,1700,1275,775,1025,1725,2,250,0.5,,,300,1,,,,,,,,,,,,,I tried to maximize my payyoff the best that I could,Moderately important,Very important,Extremely important,I am not sure that I would make any changes. I went with my gut instinct while making my allocations .,43,Male,New York,White,High school or equivalent,Non college graduate,No,No,A little,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,,,6,0,6,0,21,24,,,,,1250,750,1000,1700,,,,,1275,775,1025,1725,,,,,,,1439,1,0,0,No,,,,500,0.30000001,0.25,,,,0,0,0,0,0.30000001,0.1,0.2,0.40000001,0,0,1,1,1,1,0,0,4,1,1,0.30000001,0.1,0.2,0.40000001,1100,700,900,1500,1500,700
1,Day 2,A147F5PJTHOB8A,bolingbrook54894,No Debt,573,200,100,200,73,0,0,0,0,100,0,30,10,30,30,0,0,200,100,200,73,30,10,30,30,1475,875,1225,1798,1505,885,1255,1828,2,375,0.1,,,200,0.05,,,,,,,,,,,,,I tried to maximize my payyoff the best that I could,Moderately important,Very important,Extremely important,I am not sure that I would make any changes. I went with my gut instinct while making my allocations .,43,Male,New York,White,High school or equivalent,Non college graduate,No,No,A little,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,5,2,3,0,21,24,,,,,1475,875,1225,1798,,,,,1505,885,1255,1828,,,,,,,892,1,0,0,,,,,573,0.34904015,0.30000001,,,,0,0,0,0,0.34904015,0.17452008,0.34904015,0.12739965,0,0,1,1,1,1,0,0,4,1,1,0.34904015,0.17452008,0.34904015,0.12739965,1250,750,1000,1700,1700,750
1,Day 3,A147F5PJTHOB8A,bolingbrook54894,No Debt,669,167,167,167,167,0,0,0,0,100,500,80,10,5,5,0,0,167,167,167,167,80,10,5,5,1672,1052,1422,1995,1752,1062,1427,2000,2,380,0.6,,,350,0.4,,,,,,,,,,,,,I tried to maximize my payyoff the best that I could,Moderately important,Very important,Extremely important,I am not sure that I would make any changes. I went with my gut instinct while making my allocations .,43,Male,New York,White,High school or equivalent,Non college graduate,No,No,A little,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,,,6,0,6,0,21,24,,,,,1672,1052,1422,1995,,,,,1752,1062,1427,2000,,,,,,,1924,1,0,0,,,,,669,0.24962631,0.80000001,,,,0,0,0,0,0.24962631,0.24962631,0.24962631,0.24962631,0,0,1,1,1,1,0,0,4,1,1,0.24962631,0.24962631,0.24962631,0.24962631,1475,875,1225,1798,1798,875
1,Day 4,A147F5PJTHOB8A,bolingbrook54894,No Debt,1271,400,600,200,71,0,0,0,0,483,,100,100,83,200,0,0,400,600,200,71,100,100,83,200,2152,1662,1627,2071,2252,1762,1710,2271,1,240,,,,,,100,200,300,400,300,400,100,200,300,400,150,150,I tried to maximize my payyoff the best that I could,Moderately important,Very important,Extremely important,I am not sure that I would make any changes. I went with my gut instinct while making my allocations .,43,Male,New York,White,High school or equivalent,Non college graduate,No,No,A little,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,7,1,6,0,21,24,,,,,2152,1662,1627,2071,,,,,2252,1762,1710,2271,,,,,,,1925,1,0,0,,1,3,2,1271,0.31471282,0.20703934,0.1,0.30000001,0.30000001,0,0,0,0,0.31471282,0.47206923,0.15735641,0.055861525,0,0,1,1,1,1,0,0,4,1,1,0.31471282,0.47206923,0.15735641,0.055861525,1672,1052,1422,1995,1995,1052
1,Initial,A149ROBL26JWPJ,montgomery46134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"If I had debt/could have cleared debt, I did/would have done this first. Otherwise, I just wanted to put all my points in the account with the highest interest rate. When it came to earning points, I thought briefly about the expected value of each decision. Sometimes, I made/wanted to make more conservative choices when it came to earning points, but I think I earned a fair amount relative to others, so I was happy either way.",Slightly important,Very important,Very important,I think I pretty much did everything right to be honest. Maybe I could have been more or less risky with certain earning decisions that were luck based. I'm not sure.,30,Male,Massachusetts,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,1,0,0,,,,,,,,,,,,,,,,,,,1,1,0,0,1,5,,,,,,,,,,,,,,,,,,,,,0.5,1,303,,,,,,,,,,,,,,0,0,1,1,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
1,Day 1,A149ROBL26JWPJ,montgomery46134,No Debt,500,500,0,0,0,0,0,0,0,577,0,577,0,0,0,0,0,500,0,0,0,577,0,0,0,1600,700,900,1500,2177,700,900,1500,1,250,0.5,,,500,1,,,,,,,,,,,,,"If I had debt/could have cleared debt, I did/would have done this first. Otherwise, I just wanted to put all my points in the account with the highest interest rate. When it came to earning points, I thought briefly about the expected value of each decision. Sometimes, I made/wanted to make more conservative choices when it came to earning points, but I think I earned a fair amount relative to others, so I was happy either way.",Slightly important,Very important,Very important,I think I pretty much did everything right to be honest. Maybe I could have been more or less risky with certain earning decisions that were luck based. I'm not sure.,30,Male,Massachusetts,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,2,1,1,0,1,5,,,,,1600,700,900,1500,,,,,2177,700,900,1500,,,,,,,1064,1,0,0,not really,,,,500,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1100,700,900,1500,1500,700
1,Day 2,A149ROBL26JWPJ,montgomery46134,No Debt,715,715,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,715,0,0,0,100,0,0,0,2892,700,900,1500,2992,700,900,1500,2,250,0.5,,,500,1,,,,,,,,,,,,,"If I had debt/could have cleared debt, I did/would have done this first. Otherwise, I just wanted to put all my points in the account with the highest interest rate. When it came to earning points, I thought briefly about the expected value of each decision. Sometimes, I made/wanted to make more conservative choices when it came to earning points, but I think I earned a fair amount relative to others, so I was happy either way.",Slightly important,Very important,Very important,I think I pretty much did everything right to be honest. Maybe I could have been more or less risky with certain earning decisions that were luck based. I'm not sure.,30,Male,Massachusetts,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,2,0,0,1,5,,,,,2892,700,900,1500,,,,,2992,700,900,1500,,,,,,,795,1,0,0,,,,,715,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1600,700,900,1500,1600,700
1,Day 3,A149ROBL26JWPJ,montgomery46134,No Debt,878,878,0,0,0,0,0,0,0,507,0,507,0,0,0,0,0,878,0,0,0,507,0,0,0,3870,700,900,1500,4377,700,900,1500,1,250,1,,,500,1,,,,,,,,,,,,,"If I had debt/could have cleared debt, I did/would have done this first. Otherwise, I just wanted to put all my points in the account with the highest interest rate. When it came to earning points, I thought briefly about the expected value of each decision. Sometimes, I made/wanted to make more conservative choices when it came to earning points, but I think I earned a fair amount relative to others, so I was happy either way.",Slightly important,Very important,Very important,I think I pretty much did everything right to be honest. Maybe I could have been more or less risky with certain earning decisions that were luck based. I'm not sure.,30,Male,Massachusetts,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,5,,,,,3870,700,900,1500,,,,,4377,700,900,1500,,,,,,,654,1,0,0,,,,,878,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2892,700,900,1500,2892,700
1,Day 4,A149ROBL26JWPJ,montgomery46134,No Debt,1155,1155,0,0,0,0,0,0,0,600,,600,0,0,0,0,0,1155,0,0,0,600,0,0,0,5532,700,900,1500,6132,700,900,1500,1,250,,,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,"If I had debt/could have cleared debt, I did/would have done this first. Otherwise, I just wanted to put all my points in the account with the highest interest rate. When it came to earning points, I thought briefly about the expected value of each decision. Sometimes, I made/wanted to make more conservative choices when it came to earning points, but I think I earned a fair amount relative to others, so I was happy either way.",Slightly important,Very important,Very important,I think I pretty much did everything right to be honest. Maybe I could have been more or less risky with certain earning decisions that were luck based. I'm not sure.,30,Male,Massachusetts,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,,,,5532,700,900,1500,,,,,6132,700,900,1500,,,,,,,790,1,0,0,,2,1,3,1155,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,3870,700,900,1500,3870,700
2,Initial,A15J42M6EC7Y1K,rochester12987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,"I mainly tried to put as much as possible into the highest yield savings account, which in my case was, Savings Account #1. I did this to get the maximum amount of returns for the following endowment. I did not have any debt so I did not have to worry about paying this off.",Not at all important,Not at all important,Extremely important,"In my first turn, I tried to add a little bit of points to each account however the following days I simply put the maximum amount into the highest yield account. With hindsight, I would have done this 100% of the time.",30,Male,Rhode Island,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,None,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,0.75,1,721,,,,,,,,,,,,,,0,0,0,1,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
